dataset,fold,case,label_1_hd95,label_1_esd_mm,label_1_density_hu
KidneyTumor,fold_4,neg_023.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_029.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_034.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_036.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_038.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_041.nii.gz,,21.67825191034605,19.185491157867563
KidneyTumor,fold_4,neg_043.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_059.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_062.nii.gz,,15.198402246223566,122.8000725689405
KidneyTumor,fold_4,neg_064.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_072.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_074.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_076.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_077.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_080.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_081.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_082.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_083.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_088.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_091.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_105.nii.gz,,20.641685723389323,30.244467703349283
KidneyTumor,fold_4,neg_107.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_108.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_118.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_119.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_124.nii.gz,0.0,0.0,
KidneyTumor,fold_4,tumor_004.nii.gz,177.9919530035414,23.996389355290603,160.65389603911004
KidneyTumor,fold_4,tumor_008.nii.gz,178.35130472301438,27.99367445509628,101.37539157112869
KidneyTumor,fold_4,tumor_013.nii.gz,77.43087566394192,28.54563278238635,143.00732697381773
KidneyTumor,fold_4,tumor_017.nii.gz,2.2161351228687525,33.63918155296594,157.59847425613853
KidneyTumor,fold_4,tumor_018.nii.gz,4.9266582195397115,14.002993791889997,51.85944938936038
KidneyTumor,fold_4,tumor_021.nii.gz,2.250711964180029,22.050780212460086,66.02955687321776
KidneyTumor,fold_4,tumor_030.nii.gz,1.6875,47.82057267965391,43.45470256560093
KidneyTumor,fold_4,tumor_041.nii.gz,3.322067550863468,54.41377839199551,82.47368606115626
KidneyTumor,fold_4,tumor_053.nii.gz,2.9347235393062165,17.655803605991032,110.0540206185567
KidneyTumor,fold_4,tumor_064.nii.gz,4.10419000660929,48.36960321737263,54.06376594148537
KidneyTumor,fold_4,tumor_076.nii.gz,2.5,22.41342786056746,77.48343815513627
KidneyTumor,fold_4,tumor_083.nii.gz,119.4390316764222,33.76152651882336,91.16357058373339
KidneyTumor,fold_4,tumor_085.nii.gz,2.4661975655102952,19.671338151859658,97.19719477207524
KidneyTumor,fold_4,tumor_099.nii.gz,,0.0,
KidneyTumor,fold_4,tumor_101.nii.gz,45.530238564082026,31.32806874029167,45.57993934973705
KidneyTumor,fold_4,tumor_106.nii.gz,19.838759141399883,113.68364223866665,8.773700411979817
KidneyTumor,fold_4,tumor_110.nii.gz,163.50791703221955,43.67496638938122,82.68997578273655
KidneyTumor,fold_4,tumor_122.nii.gz,5.586326745616395,74.23078311625042,87.91369776659653
KidneyTumor,fold_4,tumor_124.nii.gz,118.70677765684768,35.068821675963,38.33404108156798
KidneyTumor,fold_4,tumor_127.nii.gz,6.0020392449280315,78.30717138050832,132.68305869559498
KidneyTumor,fold_4,tumor_130.nii.gz,183.43896464845093,41.626475493155326,49.170205435203926
KidneyTumor,fold_4,tumor_132.nii.gz,174.33932405547594,18.637630643519547,34.528773978315265
KidneyTumor,fold_4,tumor_138.nii.gz,209.6280616998598,36.29418286438069,48.090615966199685
KidneyTumor,fold_4,tumor_142.nii.gz,121.44280050028746,102.84669305827228,54.64735854728663
KidneyTumor,fold_4,tumor_146.nii.gz,1.397739001532922,18.95478996849326,60.473121155389144
KidneyTumor,fold_4,tumor_158.nii.gz,130.61059816316333,27.51186160613603,55.19540886249429
KidneyTumor,fold_4,tumor_160.nii.gz,104.4833716602288,17.44047584490278,42.34973673552045
KidneyTumor,fold_4,tumor_161.nii.gz,5.86253324421056,18.785998472434244,51.65934065934066
KidneyTumor,fold_4,tumor_162.nii.gz,172.66903118763005,52.4990513312474,61.90329483588759
